,Title,Publication_Info,Cited_by
189,"Machine learning in modelling land-use and land cover-change (LULCC): Current status, challenges and prospects","J Wang, M Bretz, MAA Dewan, MA Delavar - Science of The Total …, 2022 - Elsevier",Cited by 181
190,Machine learning and wireless communications,"YC Eldar, A Goldsmith, D Gündüz, HV Poor - 2022 - books.google.com",Cited by 39
191,Are formal methods applicable to machine learning and artificial intelligence?,"M Krichen, A Mihoub, MY Alzahrani… - … Conference of Smart …, 2022 - ieeexplore.ieee.org",Cited by 104
192,Generalization in quantum machine learning from few training data,"MC Caro, HY Huang, M Cerezo, K Sharma… - Nature …, 2022 - nature.com",Cited by 331
193,Mitigating the multicollinearity problem and its machine learning approach: a review,"JYL Chan, SMH Leow, KT Bea, WK Cheng… - Mathematics, 2022 - mdpi.com",Cited by 227
194,Artificial intelligence and machine learning in drug discovery and development,"V Patel, M Shah - Intelligent Medicine, 2022 - Elsevier",Cited by 126
195,Machine learning-driven credit risk: a systemic review,"S Shi, R Tse, W Luo, S D'Addona, G Pau - Neural Computing and …, 2022 - Springer",Cited by 91
196,"Significance of machine learning in healthcare: Features, pillars and applications","M Javaid, A Haleem, RP Singh, R Suman… - International Journal of …, 2022 - Elsevier",Cited by 394
197,Fusion of finite element and machine learning methods to predict rock shear strength parameters,"D Zhu, B Yu, D Wang, Y Zhang - Journal of Geophysics and …, 2024 - academic.oup.com",Cited by 49
198,Integrating AI and Machine Learning in Quality Assurance for Automation Engineering,"PR Kothamali, VK Karne… - International Journal for …, 2024 - jrps.shodhsagar.com",Cited by 36
199,A systematic review of the literature on machine learning application of determining the attributes influencing academic performance,"I Issah, O Appiah, P Appiahene, F Inusah - Decision analytics journal, 2023 - Elsevier",Cited by 56
200,Chatgpt or human? detect and explain. explaining decisions of machine learning model for detecting short chatgpt-generated text,"S Mitrović, D Andreoletti, O Ayoub - arXiv preprint arXiv:2301.13852, 2023 - arxiv.org",Cited by 150
201,Understanding APT detection using Machine learning algorithms: Is superior accuracy a thing?,"S Arefin, M Chowdhury, R Parvez… - 2024 IEEE …, 2024 - ieeexplore.ieee.org",Cited by 31
202,Heart diseases prediction using machine learning,"AL Yadav, K Soni, S Khare - 2023 14th International …, 2023 - ieeexplore.ieee.org",Cited by 227
203,Machine learning can guide food security efforts when primary data are not available,"G Martini, A Bracci, L Riches, S Jaiswal, M Corea… - Nature Food, 2022 - nature.com",Cited by 62
204,Fusion-based supply chain collaboration using machine learning techniques,"TM Ghazal, HM Alzoubi - … & Soft Computing, 2022 - research.skylineuniversity.ac.ae",Cited by 256
205,Mitigating bias in radiology machine learning: 2. Model development,"K Zhang, B Khosravi, S Vahdati, S Faghani… - Radiology: Artificial …, 2022 - pubs.rsna.org",Cited by 61
206,Artificial intelligence and machine learning in cancer imaging,"DM Koh, N Papanikolaou, U Bick, R Illing… - Communications …, 2022 - nature.com",Cited by 152
207,Torchdrug: A powerful and flexible machine learning platform for drug discovery,"Z Zhu, C Shi, Z Zhang, S Liu, M Xu, X Yuan… - arXiv preprint arXiv …, 2022 - arxiv.org",Cited by 73
208,Machine learning and landslide studies: recent advances and applications,"FS Tehrani, M Calvello, Z Liu, L Zhang, S Lacasse - Natural Hazards, 2022 - Springer",Cited by 125
209,A survey of privacy attacks in machine learning,"M Rigaki, S Garcia - ACM Computing Surveys, 2023 - dl.acm.org",Cited by 266
210,"Mental health prediction using machine learning: taxonomy, applications, and challenges","J Chung, J Teo - Applied Computational Intelligence and Soft …, 2022 - Wiley Online Library",Cited by 111
211,Applications of Machine Learning in Viral Disease Diagnosis,"JK Chaudhary, H Sharma, SN Tadiboina… - … on Computing for …, 2023 - ieeexplore.ieee.org",Cited by 66
212,Machine learning and deep learning based predictive quality in manufacturing: a systematic review,"H Tercan, T Meisen - Journal of Intelligent Manufacturing, 2022 - Springer",Cited by 163
213,Towards applicability of machine learning techniques in agriculture and energy sector,"K Arumugam, Y Swathi, DT Sanchez, M Mustafa… - Materials Today …, 2022 - Elsevier",Cited by 42
214,Recent advances and application of machine learning in food flavor prediction and regulation,"H Ji, D Pu, W Yan, Q Zhang, M Zuo, Y Zhang - Trends in Food Science & …, 2023 - Elsevier",Cited by 49
215,Applied machine learning as a driver for polymeric biomaterials design,"SM McDonald, EK Augustine, Q Lanners… - Nature …, 2023 - nature.com",Cited by 33
216,A survey of machine learning approaches in animal behaviour,"N Kleanthous, AJ Hussain, W Khan, J Sneddon… - Neurocomputing, 2022 - Elsevier",Cited by 40
217,"Patterns, predictions, and actions: Foundations of machine learning","M Hardt, B Recht - 2022 - books.google.com",Cited by 39
218,A dependable hybrid machine learning model for network intrusion detection,"MA Talukder, KF Hasan, MM Islam, MA Uddin… - Journal of Information …, 2023 - Elsevier",Cited by 135
219,A comprehensive survey on poisoning attacks and countermeasures in machine learning,"Z Tian, L Cui, J Liang, S Yu - ACM Computing Surveys, 2022 - dl.acm.org",Cited by 161
220,A review of feature selection methods for machine learning-based disease risk prediction,"N Pudjihartono, T Fadason, AW Kempa-Liehr… - Frontiers in …, 2022 - frontiersin.org",Cited by 348
221,A machine learning model that outperforms conventional global subseasonal forecast models,"L Chen, X Zhong, H Li, J Wu, B Lu, D Chen… - Nature …, 2024 - nature.com",Cited by 5
222,"A comparative analysis of K-nearest neighbor, genetic, support vector machine, decision tree, and long short term memory algorithms in machine learning","M Bansal, A Goyal, A Choudhary - Decision Analytics Journal, 2022 - Elsevier",Cited by 353
223,Systematic literature review: Quantum machine learning and its applications,"D Peral-García, J Cruz-Benito… - Computer Science …, 2024 - Elsevier",Cited by 93
224,Machine learning in aerodynamic shape optimization,"J Li, X Du, JRRA Martins - Progress in Aerospace Sciences, 2022 - Elsevier",Cited by 173
225,Interpretable machine learning for knowledge generation in heterogeneous catalysis,"JA Esterhuizen, BR Goldsmith, S Linic - Nature catalysis, 2022 - nature.com",Cited by 184
226,Comparative analysis for slope stability by using machine learning methods,"YA Nanehkaran, Z Licai, J Chengyong, J Chen… - Applied Sciences, 2023 - mdpi.com",Cited by 48
227,A digital game based learning approach for effective curriculum transaction for teaching-learning of artificial intelligence and machine learning,"A Alam - … Conference on Sustainable Computing and Data …, 2022 - ieeexplore.ieee.org",Cited by 450
228,The role of machine learning techniques in internet of things-based cloud applications,"S Mishra, AK Tyagi - Artificial intelligence-based internet of things systems, 2022 - Springer",Cited by 228
229,Extensive review on the role of machine learning for multifactorial genetic disorders prediction,"DD Solomon, Sonia, K Kumar, K Kanwar, S Iyer… - … Methods in Engineering, 2024 - Springer",Cited by 19
230,Interpretable and explainable machine learning for materials science and chemistry,"F Oviedo, JL Ferres, T Buonassisi… - Accounts of Materials …, 2022 - ACS Publications",Cited by 122
231,A Review on Sustainable Energy Sources Using Machine Learning and Deep Learning Models,"A Bhansali, N Narasimhulu, R Pérez de Prado… - Energies, 2023 - mdpi.com",Cited by 30
232,"Machine learning for high-entropy alloys: Progress, challenges and opportunities","X Liu, J Zhang, Z Pei - Progress in Materials Science, 2023 - Elsevier",Cited by 132
233,How machine learning is solving the binary function similarity problem,"A Marcelli, M Graziano, X Ugarte-Pedrero… - 31st USENIX Security …, 2022 - usenix.org",Cited by 88
234,Democratizing artificial intelligence: How no-code AI can leverage machine learning operations,"L Sundberg, J Holmström - Business Horizons, 2023 - Elsevier",Cited by 60
235,Machine learning for spatial analyses in urban areas: a scoping review,"Y Casali, NY Aydin, T Comes - Sustainable cities and society, 2022 - Elsevier",Cited by 78
236,Quantum machine learning: from physics to software engineering,"A Melnikov, M Kordzanganeh, A Alodjants… - Advances in Physics …, 2023 - Taylor & Francis",Cited by 68
237,Application of machine learning in anaerobic digestion: Perspectives and challenges,"IA Cruz, W Chuenchart, F Long, KC Surendra… - Bioresource …, 2022 - Elsevier",Cited by 151
238,Unsupervised machine learning in urban studies: A systematic review of applications,"J Wang, F Biljecki - Cities, 2022 - Elsevier",Cited by 103
239,Application of machine learning to the monitoring and prediction of food safety: A review,"X Wang, Y Bouzembrak, AO Lansink… - … Reviews in Food …, 2022 - Wiley Online Library",Cited by 91
240,Machine learning for multi-omics data integration in cancer,"Z Cai, RC Poulos, J Liu, Q Zhong - Iscience, 2022 - cell.com",Cited by 116
241,Machine learning and artificial intelligence in pharmaceutical research and development: a review,"S Kolluri, J Lin, R Liu, Y Zhang, W Zhang - The AAPS journal, 2022 - Springer",Cited by 160
242,Reviewing machine learning of corrosion prediction in a data-oriented perspective,"LB Coelho, D Zhang, Y Van Ingelgem… - npj Materials …, 2022 - nature.com",Cited by 104
243,"Using machine learning to impact on long-term clinical care: principles, challenges, and practicalities","JJ Ashton, A Young, MJ Johnson, RM Beattie - Pediatric Research, 2023 - nature.com",Cited by 30
244,A survey of machine learning in additive manufacturing technologies,"J Jiang - International Journal of Computer Integrated …, 2023 - Taylor & Francis",Cited by 39
245,Building energy consumption prediction for residential buildings using deep learning and other machine learning techniques,"R Olu-Ajayi, H Alaka, I Sulaimon, F Sunmola… - Journal of Building …, 2022 - Elsevier",Cited by 323
246,Scientific machine learning through physics–informed neural networks: Where we are and what's next,"S Cuomo, VS Di Cola, F Giampaolo, G Rozza… - Journal of Scientific …, 2022 - Springer",Cited by 1136
247,Machine learning advances for time series forecasting,"RP Masini, MC Medeiros… - Journal of economic …, 2023 - Wiley Online Library",Cited by 305
248,A review of machine learning in processing remote sensing data for mineral exploration,"H Shirmard, E Farahbakhsh, RD Müller… - Remote Sensing of …, 2022 - Elsevier",Cited by 208
249,"Application of machine learning in thermal comfort studies: A review of methods, performance and challenges","ZQ Fard, ZS Zomorodian, SS Korsavi - Energy and Buildings, 2022 - Elsevier",Cited by 126
250,In-processing modeling techniques for machine learning fairness: A survey,"M Wan, D Zha, N Liu, N Zou - ACM Transactions on Knowledge …, 2023 - dl.acm.org",Cited by 110
251,"A review on machine learning, artificial intelligence, and smart technology in water treatment and monitoring","M Lowe, R Qin, X Mao - Water, 2022 - mdpi.com",Cited by 159
252,Logic-based explainability in machine learning,"J Marques-Silva - … Knowledge: 18th International Summer School 2022 …, 2023 - Springer",Cited by 47
253,Multi-omic machine learning predictor of breast cancer therapy response,"SJ Sammut, M Crispin-Ortuzar, SF Chin, E Provenzano… - Nature, 2022 - nature.com",Cited by 319
254,Data poisoning attacks against machine learning algorithms,"FA Yerlikaya, Ş Bahtiyar - Expert Systems with Applications, 2022 - Elsevier",Cited by 55
255,Diabetes mellitus prediction and diagnosis from a data preprocessing and machine learning perspective,"CC Olisah, L Smith, M Smith - Computer Methods and Programs in …, 2022 - Elsevier",Cited by 128
256,Shifting machine learning for healthcare from development to deployment and from models to data,"A Zhang, L Xing, J Zou, JC Wu - Nature Biomedical Engineering, 2022 - nature.com",Cited by 202
257,New opportunity: machine learning for polymer materials design and discovery,"P Xu, H Chen, M Li, W Lu - Advanced Theory and Simulations, 2022 - Wiley Online Library",Cited by 67
258,Operating machine learning across natural language processing techniques for improvement of fabricated news model,"K Sharifani, M Amini, Y Akbari… - … Journal of Science …, 2022 - papers.ssrn.com",Cited by 145
259,"Machine learning and deep learning based computational techniques in automatic agricultural diseases detection: Methodologies, applications, and challenges","JA Wani, S Sharma, M Muzamil, S Ahmed… - … methods in Engineering, 2022 - Springer",Cited by 157
